IDX,NORMAN_SusDat_ID,DTXSID,concentration_value,concentration_unit,time_point,IDX_l,station_water_combined,lat,lon,station_name_n,country,water_body_name_n,river_basin_name_n,COORDS,EARTH,EUROPE,MARINE,DETECTED,AGGREGATED,DTXSID_AVAILABLE
15824,NS00008490,DTXSID5037494,0,mg/l,2001-06-14T00:00:00Z,647,odense a ns ejby sluse 945_odense a,58.9852,61.40019,odense a ns ejby sluse 945,Denmark,odense a,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
18964,NS00010438,DTXSID8034580,0,mg/l,2001-10-15T00:00:00Z,648,skjellegroften skjellerupgroften_skjellegroften,53.122,62.35147,skjellegroften skjellerupgroften,Denmark,skjellegroften,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
20889,NS00000243,DTXSID4024195,0.000013,mg/l,2003-01-14T00:00:00Z,647,odense a ns ejby sluse 945_odense a,58.9852,61.40019,odense a ns ejby sluse 945,Denmark,odense a,dk1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
11928,NS00000243,DTXSID4024195,0.00044,mg/l,2003-06-30T00:00:00Z,615,borup so st amt borup so dk2 dk_borup so,68.7544,61.54115,borup so st amt borup so dk2 dk,Denmark,lake borup,dk2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
25530,NS00108173,DTXSID1023998,0,mg/l,2006-10-06T09:15:00Z,712,r wye at redbrook railway bridge harmonised monitoring_wye,51.78510944,0,r wye at redbrook railway bridge harmonised monitoring,United Kingdom,wye,wye,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
19118,NS00010438,DTXSID8034580,0,mg/l,2001-05-15T00:00:00Z,654,amose renden nf hulebaek huse amoserenden dk2 dk_amoserenden,64.6292,60.80959,amose renden nf hulebaek huse amoserenden dk2 dk,Denmark,amoserenden,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
18509,NS00010438,DTXSID8034580,0,mg/l,2002-05-22T00:00:00Z,631,gamst mollebaek ved styrt gamst mollebaek dk1 dk_gamst mollebaek,51.2918,61.48485,gamst mollebaek ved styrt gamst mollebaek dk1 dk,Denmark,gamst mollebaek,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
4877,NS00009155,DTXSID9022366,0,mg/l,2004-01-10T00:00:00Z,64,tisa male trakany_tisa,,,tisa male trakany,Slovakia,tisa,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
8627,NS00000253,DTXSID4024018,0,mg/l,2005-07-20T00:00:00Z,586,lojo 68 suu va 8700_river loimijoki,61.2104,22.6285,lojo 68 suu va 8700,Finland,,,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE
16556,NS00000261,DTXSID0037495,0,mg/l,2001-02-14T00:00:00Z,638,hojvads rende lille rosning_hojvandsrende,64.6701,60.82397,hojvads rende lille rosning,Denmark,hojvandsrende,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
16049,NS00000261,DTXSID0037495,0,mg/l,2000-06-14T00:00:00Z,621,bagge a hasle klinker bagge a dk3 dk_bagge a,86.3841,61.26703,bagge a hasle klinker bagge a dk3 dk,Denmark,bagge a,dk3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
15960,NS00008490,DTXSID5037494,0,mg/l,2000-05-15T00:00:00Z,651,st vejle a vejlebrovej_st vejle a,71.2408,61.68931,st vejle a vejlebrovej,Denmark,st vejle a,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
26258,NS00008266,DTXSID9020407,0.000002,mg/l,2007-02-26T10:45:00Z,752,r wye at victoria bridge hereford 6 samples p a_wye,52.05106694,0,r wye at victoria bridge hereford 6 samples p a,United Kingdom,wye,wye,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
9725,NS00098478,DTXSID6024175,0,mg/l,2005-06-13T00:00:00Z,586,lojo 68 suu va 8700_river loimijoki,61.2104,22.6285,lojo 68 suu va 8700,Finland,,,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE
8369,NS00000261,DTXSID0037495,0,mg/l,2005-07-27T00:00:00Z,569,asteljoki lupaja 2 river asteljoki kiskonjokipemionjoki basin fi_river asteljoki,60.1876,23.133,asteljoki lupaja 2 river asteljoki kiskonjokipemionjoki basin fi,Finland,,,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE
6379,NS00000273,DTXSID0020232,0.0013,mg/l,2004-11-03T00:00:00Z,544,brugherio lambro settentrionale po it_lambro settentrionale,45.550833,9.268055,brugherio lambro settentrionale po it,Italy,lambro settentrionale,po,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
18679,NS00010438,DTXSID8034580,0,mg/l,2003-06-24T00:00:00Z,637,hundstrup a st 686_hundstrup a,59.0393,61.06383,hundstrup a st 686,Denmark,hundstrup a,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
7344,NS00000445,DTXSID4020458,0,mg/l,2005-06-29T00:00:00Z,582,lapuanjoki 9900_river lapuanjoki,63.5253,22.5282,lapuanjoki 9900,Finland,,,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE
21478,NS00000277,DTXSID9024194,0,mg/l,2001-04-17T00:00:00Z,632,gudena motorsvejbro a10 guden a dk1 dk_guden a,56.1142,62.57268,gudena motorsvejbro a10 guden a dk1 dk,Denmark,guden a,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
6947,NS00002769,DTXSID0023951,0,mg/l,2005-07-20T00:00:00Z,574,ilolanjoki 13_river ilolanjoki,60.4139,25.8092,ilolanjoki 13,Finland,,,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE
23617,NS00000258,DTXSID4027608,0,mg/l,2002-10-14T00:00:00Z,629,ellerup baek baek ved vejbro ellerup baek dk1 dk_ellerup baek,54.7242,62.31642,ellerup baek baek ved vejbro ellerup baek dk1 dk,Denmark,ellerup baek,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
4888,NS00009155,DTXSID9022366,0,mg/l,2003-07-01T00:00:00Z,68,otf nizna nad oravou_orava,,,otf nizna nad oravou,Slovakia,orava,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10940,NS00009440,DTXSID3023897,0,mg/l,2005-07-20T00:00:00Z,574,ilolanjoki 13_river ilolanjoki,60.4139,25.8092,ilolanjoki 13,Finland,,,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE
4823,NS00009155,DTXSID9022366,0,mg/l,2004-01-10T00:00:00Z,7,laborecpetrovce_laborec,,,laborecpetrovce,Slovakia,laborec,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
23319,NS00001649,DTXSID2032683,0,mg/l,2003-08-14T00:00:00Z,649,skjern a gjaldbaek bro_skjern a,47.6923,61.99423,skjern a gjaldbaek bro,Denmark,skjern a,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
27828,NS00005620,DTXSID8020250,0,mg/l,2007-09-05T12:15:00Z,865,tisa rkm 10 danubetisa rkm 1215 danube rs_danubetisa,45.14358825,20.27998591,tisa rkm 10 danubetisa rkm 1215 danube rs,Serbia,tisa,danube,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
26496,NS00008266,DTXSID9020407,0.000002,mg/l,2008-05-01T10:32:00Z,758,r aran at confluence with r ithon at footbridge_aran,52.28106778,0,r aran at confluence with r ithon at footbridge,United Kingdom,aran,wye,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
17783,NS00002192,DTXSID5032365,0,mg/l,2003-10-14T00:00:00Z,647,odense a ns ejby sluse 945_odense a,58.9852,61.40019,odense a ns ejby sluse 945,Denmark,odense a,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
13258,NS00000247,DTXSID0020442,0,mg/l,2003-12-17T00:00:00Z,652,olholm baek olholm_olholm baek,53.1708,61.88421,olholm baek olholm,Denmark,olholm baek,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
13803,NS00000236,DTXSID0023901,3E-05,mg/l,2002-07-04T00:00:00Z,639,javngyde baek os rensningsanlaeg_javngyde baek,55.1209,62.18292,javngyde baek os rensningsanlaeg,Denmark,javngyde baek,dk1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
19652,NS00006349,DTXSID1024122,0.000059,mg/l,2002-02-27T00:00:00Z,638,hojvads rende lille rosning_hojvandsrende,64.6701,60.82397,hojvads rende lille rosning,Denmark,hojvandsrende,dk2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
18453,NS00010438,DTXSID8034580,0,mg/l,2003-11-17T00:00:00Z,628,ellebaek ellebaek bro ellebaek dk1 dk_ellebaek,47.2877,62.48206,ellebaek ellebaek bro ellebaek dk1 dk,Denmark,ellebaek,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
23480,NS00000258,DTXSID4027608,0.000024,mg/l,2001-04-18T00:00:00Z,625,bygholm a korup bro bygholm a dk1 dk_bygholm a,54.7219,61.92156,bygholm a korup bro bygholm a dk1 dk,Denmark,bygholm a,dk1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
6209,NS00005486,DTXSID4058601,0.003033,mg/l,2004-07-07T00:00:00Z,544,brugherio lambro settentrionale po it_lambro settentrionale,45.550833,9.268055,brugherio lambro settentrionale po it,Italy,lambro settentrionale,po,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
22423,NS00010410,DTXSID7047568,0,mg/l,2001-05-16T00:00:00Z,630,flojbjerg baek egelund flojbjerg baek dk1 dk_flojbjerg baek,52.1554,61.43156,flojbjerg baek egelund flojbjerg baek dk1 dk,Denmark,flojbjerg baek,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1079,NS00010281,DTXSID0020652,0.00001,mg/l,2005-11-01T00:00:00Z,129,logrono downstream_iregua,42.415556,0.205556,logrono downstream,Spain,iregua,ebro,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
27695,NS00010522,DTXSID4062850,0.000192181,mg/l,2007-09-05T09:45:00Z,864,upstream tisa stari slankamen_danube,45.14717722,20.26187505,upstream tisa stari slankamen,Serbia,danube,danube,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
16870,NS00000261,DTXSID0037495,0,mg/l,2000-08-14T00:00:00Z,649,skjern a gjaldbaek bro_skjern a,47.6923,61.99423,skjern a gjaldbaek bro,Denmark,skjern a,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
8120,NS00009182,DTXSID8020381,0,mg/l,2005-10-04T00:00:00Z,592,porvoonjoki 115 6022_river porvoonjoki,60.4425,25.6083,porvoonjoki 115 6022,Finland,,,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE
20226,NS00000243,DTXSID4024195,0,mg/l,2002-05-15T00:00:00Z,624,borup baek so f lammestrup borup baek dk2 dk_borup baek,68.6265,61.55386,borup baek so f lammestrup borup baek dk2 dk,Denmark,borup baek,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
21138,NS00000243,DTXSID4024195,0.000025,mg/l,2001-05-15T00:00:00Z,654,amose renden nf hulebaek huse amoserenden dk2 dk_amoserenden,64.6292,60.80959,amose renden nf hulebaek huse amoserenden dk2 dk,Denmark,amoserenden,dk2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
148,NS00000212,DTXSID6022923,0,mg/l,2003-01-07T00:00:00Z,14,pod vakucov vrakuna_maly dunaj,,,pod vakucov vrakuna,Slovakia,little danube,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
27689,NS00010522,DTXSID4062850,0.000307253,mg/l,2007-08-16T11:30:00Z,861,deggendorf danube rkm 2285 danube de_danube,48.83379,12.93476,deggendorf danube rkm 2285 danube de,Germany,danube,danube,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
9383,NS00001734,DTXSID2034627,0,mg/l,2005-05-24T00:00:00Z,591,pajo 44 isosilta va6301_river paimionjoki,60.4619,22.6767,pajo 44 isosilta va6301,Finland,,,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE
5570,NS00000285,DTXSID2029874,0,mg/l,2006-10-16T00:00:00Z,534,limons allier_allier,45.974444,3.446111,limons allier,France,lallier,loire bretagne,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
6391,NS00000273,DTXSID0020232,0.00052,mg/l,2004-11-02T00:00:00Z,547,bresso seveso po it_seveso,45.529444,9.186111,bresso seveso po it,Italy,seveso,po,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
13264,NS00000247,DTXSID0020442,0,mg/l,2000-11-29T00:00:00Z,653,osterbaek sv for stenstrupgard_osterbaek,71.5735,62.20456,osterbaek sv for stenstrupgard,Denmark,osterbaek,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
17671,NS00002192,DTXSID5032365,0,mg/l,2002-01-21T00:00:00Z,644,maglemose a stvalby v agerupvej_maglemose a,69.7238,61.76394,maglemose a stvalby v agerupvej,Denmark,maglemose a,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
478,NS00073864,DTXSID80108992,0.000001,mg/l,2007-02-20T00:00:00Z,93,saluggia_dora baltea,,,saluggia,Italy,dora baltea,po,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
24923,NS00001129,DTXSID4052689,0,mg/l,2008-08-18T00:00:00Z,665,skagerack_skagerack,58.47537426,10.47767816,skagerack,Sweden,skagerack,se5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
6310,NS00008410,DTXSID9058600,0.004480526,mg/l,2002-04-11T00:00:00Z,550,orio litta_lambro,45.164722,9.531666,orio litta,Italy,lambro,po,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
23416,NS00000258,DTXSID4027608,0,mg/l,2001-05-30T00:00:00Z,623,bolbro baek basseklint bolbro baek dk1 dk_bolbro baek,50.5754,61.01532,bolbro baek basseklint bolbro baek dk1 dk,Denmark,bolbro baek,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
15886,NS00008490,DTXSID5037494,0,mg/l,2003-06-10T00:00:00Z,648,skjellegroften skjellerupgroften_skjellegroften,53.122,62.35147,skjellegroften skjellerupgroften,Denmark,skjellegroften,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
5078,NS00000285,DTXSID2029874,0,mg/l,2003-07-01T00:00:00Z,487,below nove zamky nitra rkm 8 nitra sk_nitra,,,below nove zamky nitra rkm 8 nitra sk,Slovakia,nitra,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
15115,NS00008895,DTXSID3034872,0,mg/l,2002-10-17T00:00:00Z,654,amose renden nf hulebaek huse amoserenden dk2 dk_amoserenden,64.6292,60.80959,amose renden nf hulebaek huse amoserenden dk2 dk,Denmark,amoserenden,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
23936,NS00000258,DTXSID4027608,4.7E-05,mg/l,2001-01-24T00:00:00Z,640,lillebaek fredskovvej_lillebaek,61.2862,61.09452,lillebaek fredskovvej,Denmark,lillebaek,dk1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
15796,NS00008490,DTXSID5037494,0,mg/l,2001-06-14T00:00:00Z,646,odense a kratholm 2235_odense a,58.4161,61.3253,odense a kratholm 2235,Denmark,odense a,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2458,NS00008895,DTXSID3034872,0,mg/l,2002-10-01T00:00:00Z,241,harmanecke papierne as harmanec hron rkm 95 hron sk_hron,,,harmanecke papierne as harmanec hron rkm 95 hron sk,Slovakia,hron,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
21251,NS00000277,DTXSID9024194,0,mg/l,2002-10-29T00:00:00Z,624,borup baek so f lammestrup borup baek dk2 dk_borup baek,68.6265,61.55386,borup baek so f lammestrup borup baek dk2 dk,Denmark,borup baek,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
21146,NS00000243,DTXSID4024195,0.000686,mg/l,2002-06-13T00:00:00Z,654,amose renden nf hulebaek huse amoserenden dk2 dk_amoserenden,64.6292,60.80959,amose renden nf hulebaek huse amoserenden dk2 dk,Denmark,amoserenden,dk2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
19476,NS00006349,DTXSID1024122,0,mg/l,2003-03-11T00:00:00Z,632,gudena motorsvejbro a10 guden a dk1 dk_guden a,56.1142,62.57268,gudena motorsvejbro a10 guden a dk1 dk,Denmark,guden a,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
27181,NS00000215,DTXSID1040661,0,mg/l,2008-05-19T08:00:00Z,805,upstream wwtp wueri regensdorf_furtbach,,,upstream wwtp wueri regensdorf,Switzerland,furtbach,rhine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11617,NS00002192,DTXSID5032365,0,mg/l,2003-07-08T00:00:00Z,613,arreskov so amtst4 arreskov so dk1 dk_arreskov so,58.382,61.1372,arreskov so amtst4 arreskov so dk1 dk,Denmark,lake arresov,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
14277,NS00008895,DTXSID3034872,0,mg/l,2000-10-31T00:00:00Z,623,bolbro baek basseklint bolbro baek dk1 dk_bolbro baek,50.5754,61.01532,bolbro baek basseklint bolbro baek dk1 dk,Denmark,bolbro baek,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
15035,NS00008895,DTXSID3034872,0,mg/l,2000-06-08T00:00:00Z,651,st vejle a vejlebrovej_st vejle a,71.2408,61.68931,st vejle a vejlebrovej,Denmark,st vejle a,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
15464,NS00008490,DTXSID5037494,0,mg/l,2001-10-17T00:00:00Z,633,haraldsted a os haraldsted by haraldsted a dk2 dk_haraldsted a,67.5039,61.52914,haraldsted a os haraldsted by haraldsted a dk2 dk,Denmark,haraldsted a,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
22714,NS00010410,DTXSID7047568,0,mg/l,2001-07-12T00:00:00Z,640,lillebaek fredskovvej_lillebaek,61.2862,61.09452,lillebaek fredskovvej,Denmark,lillebaek,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1162,NS00000037,DTXSID3023425,0,mg/l,2005-05-01T00:00:00Z,131,ebro in presa de pina ebro ebro es_ebro,41.566944,0.691389,ebro in presa de pina ebro ebro es,Spain,ebro,ebro,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
126,NS00000212,DTXSID6022923,0,mg/l,2003-01-07T00:00:00Z,2,topla pod wwtp bardejov_topla,,,topla pod wwtp bardejov,Slovakia,topla,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
23053,NS00010410,DTXSID7047568,0,mg/l,2002-11-13T00:00:00Z,652,olholm baek olholm_olholm baek,53.1708,61.88421,olholm baek olholm,Denmark,olholm baek,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
17773,NS00002192,DTXSID5032365,0,mg/l,2001-12-18T00:00:00Z,647,odense a ns ejby sluse 945_odense a,58.9852,61.40019,odense a ns ejby sluse 945,Denmark,odense a,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
16995,NS00000261,DTXSID0037495,0,mg/l,2005-05-18T00:00:00Z,655,tryggevaelde a v ll linde_tryggevaelde a,70.3228,61.36671,tryggevaelde a v ll linde,Denmark,tryggevaelde a,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
23170,NS00001649,DTXSID2032683,0,mg/l,2002-01-22T00:00:00Z,626,damhusaen lamdlystvej damhusaen dk2 dk_damhusaen,71.8753,61.73777,damhusaen lamdlystvej damhusaen dk2 dk,Denmark,damhusaen,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
14196,NS00000236,DTXSID0023901,0,mg/l,2001-11-26T00:00:00Z,653,osterbaek sv for stenstrupgard_osterbaek,71.5735,62.20456,osterbaek sv for stenstrupgard,Denmark,osterbaek,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
26328,NS00008266,DTXSID9020407,0.000002,mg/l,2006-12-13T13:23:00Z,774,river colne downstream of pennine chemicals_colne,53.62735444,0,river colne downstream of pennine chemicals,United Kingdom,colne,aire,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2449,NS00008895,DTXSID3034872,0,mg/l,2002-10-01T00:00:00Z,197,plastika as nitra_mala nitra,,,plastika as nitra,Slovakia,mala nitra,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3214,NS00010269,DTXSID4024272,0,mg/l,2003-07-01T00:00:00Z,192,vakucov vrakuna_maly dunaj,,,vakucov vrakuna,Slovakia,little danube,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
29826,NS00000214,DTXSID9048724,2.69E-05,mg/l,2007-09-10T11:00:00Z,871,irongate reservoir golubackoronin_danube,44.66701096,21.68765638,irongate reservoir golubackoronin,Romania,danube,danube,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
5788,NS00008403,DTXSID4020406,0,mg/l,2006-08-23T00:00:00Z,538,naintre clain_clain,46.764444,0.487222,naintre clain,France,clain,loire bretagne,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
26117,NS00008266,DTXSID9020407,0.00001,mg/l,2006-08-21T13:20:00Z,747,river teifi at pont llanio_teifi,52.19472139,0,river teifi at pont llanio,United Kingdom,teifi,teifi,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
5595,NS00000213,DTXSID70860274,0,mg/l,2006-11-02T00:00:00Z,534,limons allier_allier,45.974444,3.446111,limons allier,France,lallier,loire bretagne,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
16699,NS00000261,DTXSID0037495,0,mg/l,2001-11-14T00:00:00Z,644,maglemose a stvalby v agerupvej_maglemose a,69.7238,61.76394,maglemose a stvalby v agerupvej,Denmark,maglemose a,dk2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
20937,NS00000243,DTXSID4024195,0.000077,mg/l,2002-05-15T00:00:00Z,648,skjellegroften skjellerupgroften_skjellegroften,53.122,62.35147,skjellegroften skjellerupgroften,Denmark,skjellegroften,dk1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
2205,NS00002769,DTXSID0023951,0,mg/l,2001-09-26T00:00:00Z,233,opatovce_opatovce,,,opatovce,Slovakia,opatovce,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1096,NS00000219,DTXSID3029869,0.000007,mg/l,2005-06-01T00:00:00Z,128,tudela downstream_ebro,42,0.555556,tudela downstream,Spain,ebro,ebro,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
497,NS00000367,DTXSID1037303,0,mg/l,2006-10-11T00:00:00Z,84,ferrara po po it_po,,,ferrara po po it,Italy,lambro,po,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2856,NS00098478,DTXSID6024175,0,mg/l,2002-10-01T00:00:00Z,247,vn ruzin_hornad,,,vn ruzin,Slovakia,hornad,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1660,NS00008266,DTXSID9020407,0.00026,mg/l,2006-06-14T00:00:00Z,154,segre in torres de segre_segre,41.536389,0.5125,segre in torres de segre,Spain,segre,ebro,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
3253,NS00010269,DTXSID4024272,0,mg/l,2004-01-10T00:00:00Z,179,velka lomnica_poprad,,,velka lomnica,Slovakia,poprad,vistula,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1824,NS00008410,DTXSID9058600,0,mg/l,2003-01-07T00:00:00Z,192,vakucov vrakuna_maly dunaj,,,vakucov vrakuna,Slovakia,little danube,danube,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3870,NS00000251,DTXSID8052853,0,mg/l,2001-09-10T00:00:00Z,340,downstream olt danube rkm 602 danube robg_danube,43.71451555,24.83172632,downstream olt danube rkm 602 danube robg,Romania,danube,danube,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
