IDX,NORMAN_SusDat_ID,DTXSID,concentration_value,concentration_unit,time_point,IDX_l,station_water_combined,lat,lon,station_name_n,country,water_body_name_n,river_basin_name_n,COORDS,EARTH,EUROPE,MARINE,DETECTED,AGGREGATED,DTXSID_AVAILABLE
552518,NS00007908,DTXSID1022057,0,mg/l,2010-09-13T00:00:00Z,1786,clairoix 1_laronde,49.4415179927778,2.86452063361111,clairoix 1,France,le canal lateral c loise,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
612185,NS00008448,DTXSID3024239,0,mg/l,2010-03-10T00:00:00Z,1875,nesleslavallee 1_le sausseron,49.1260610488889,2.17153586888889,nesleslavallee 1,France,le sausseron,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
910361,NS00002192,DTXSID5032365,0,mg/l,2011-03-02T00:00:00Z,2112,bruyereslechatel 1_boille des chevaliers,48.583942335,2.20621138083333,bruyereslechatel 1,France,bolle des chevaliers,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
279801,NS00000710,DTXSID5024344,0,mg/l,2008-07-07T00:00:00Z,1493,brakel m845_maas,NA,NA,brakel m845,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
509559,NS00008817,DTXSID5041851,0,mg/l,2010-10-20T00:00:00Z,1722,mareuilleport 3_le flagot,49.0866062163889,3.74313402,mareuilleport 3,France,le flagot,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
161854,NS00008451,DTXSID0032578,0,mg/l,2008-10-03T00:00:00Z,1279,le bras de lorne a goulet_NA,420620,2416300,le bras de lorne a goulet,France,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,TRUE
303876,NS00000378,DTXSID3021196,0,mg/l,2001-08-07T00:00:00Z,1494,eijsden m615_maas,NA,NA,eijsden m615,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
848781,NS00010883,DTXSID0024266,0,mg/l,2011-03-09T00:00:00Z,2100,cheny 1_larmancon,47.9560084255556,3.53182615611111,cheny 1,France,larmancon,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
881893,NS00000261,DTXSID0037495,0,mg/l,2011-03-08T00:00:00Z,1607,bagneauxsurloing 2_le loing,48.2250150241667,2.71083749777778,bagneauxsurloing 2,France,le loing,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
584462,NS00008242,DTXSID7021869,0,mg/l,2010-01-25T00:00:00Z,1834,saultsaintremy 1_la retourne,49.4232372941667,4.16276084138889,saultsaintremy 1,France,la retourne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
254068,NS00009161,DTXSID5037498,0,mg/l,2003-10-20T00:00:00Z,1423,zenne_NA,146003,168480.571428571,zenne,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43138,NS00000084,DTXSID6023862,0,mg/l,2004-12-21T00:00:00Z,977,andijk rhine rhine nl_rhine,NA,NA,andijk rhine rhine nl,Netherlands,rhine,rhine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
401013,NS00010268,DTXSID3022455,0,mg/l,2010-01-18T00:00:00Z,1549,montreuillon 1_lyonne,47.1770274727778,3.78727187555556,montreuillon 1,France,lyonne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
964106,NS00003861,DTXSID9020827,0,mg/l,2011-07-25T00:00:00Z,1681,frignicourt 1_la marne,48.7006511836111,4.58742458638889,frignicourt 1,France,la marne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
50104,NS00006349,DTXSID1024122,0.00008,mg/l,2008-10-08T00:00:00Z,975,nieuwegein 950_rhine,NA,NA,nieuwegein 950,Netherlands,rhine,rhine,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
681351,NS00000248,DTXSID4022448,0,mg/l,2010-10-12T00:00:00Z,1984,anceins 2_la charentonne,48.8631342177778,0.495838988333333,anceins 2,France,la charentonne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
762390,NS00010822,DTXSID1020431,0,mg/l,2011-02-28T00:00:00Z,1518,barbuise 1_la noxe,48.5498948044444,3.58008324944444,barbuise 1,France,la noxe,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
705505,NS00009484,DTXSID6024254,0,mg/l,2010-09-22T00:00:00Z,2017,louvigny 1_lorne,49.1522184338889,0.382502013333333,louvigny 1,France,lorne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
23968,NS00000258,DTXSID4027608,0,mg/l,2001-11-08T00:00:00Z,642,lybygronning groft hulebro_lybygronning groft,50.2632,62.77454,lybygronning groft hulebro,Denmark,lybygronning groft,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
663986,NS00010885,DTXSID4024270,0,mg/l,2010-11-17T00:00:00Z,1957,monchauxsoreng 1_la bresle,49.9484104841667,1.59538165444444,monchauxsoreng 1,France,la bresle,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
22057,NS00000277,DTXSID9024194,0,mg/l,2002-11-14T00:00:00Z,650,smorpot baek v a11_solbjerglunde baek,47.5765,61.50322,smorpot baek v a11,Denmark,solbjerglunde baek,dk1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
982619,NS00001740,DTXSID4020791,0,mg/l,2011-11-14T00:00:00Z,1700,vitryenperthois 1_la saulx,48.7456726261111,4.62581992833333,vitryenperthois 1,France,la saulx,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
134250,NS00009893,DTXSID7021780,0,mg/l,2009-06-03T00:00:00Z,1198,cy87405 dipotamos cy_dipotamos,NA,NA,cy87405 dipotamos cy,Cyprus,dipotamos,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
992080,NS00001710,DTXSID6041684,0,mg/l,2011-03-15T00:00:00Z,1713,matougues 1_la marne,48.996564165,4.24169071166667,matougues 1,France,la marne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
773026,NS00002157,DTXSID5021544,0,mg/l,2011-06-06T00:00:00Z,1526,montereaufaultyonne 1_la seine,48.3888235863889,2.95967977861111,montereaufaultyonne 1,France,la seine,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
992732,NS00000708,DTXSID1042364,0,mg/l,2011-07-26T00:00:00Z,1713,matougues 1_la marne,48.996564165,4.24169071166667,matougues 1,France,la marne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
925008,NS00002157,DTXSID5021544,0,mg/l,2011-03-14T00:00:00Z,1647,paris12earrondissement 1_la seine,48.8325871636111,2.38154236527778,paris12earrondissement 1,France,la seine,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
296641,NS00010461,DTXSID2024163,0,mg/l,2002-01-21T00:00:00Z,1493,brakel m845_maas,NA,NA,brakel m845,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
121899,NS00005486,DTXSID4058601,0,mg/l,2008-06-09T00:00:00Z,1120,kalonda_ipel,48.2335644446,19.6041090962,kalonda,Slovakia,ipel,danube,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
172498,NS00000710,DTXSID5024344,0,mg/l,2008-11-20T00:00:00Z,1229,estouy fr_NA,599080,2353600,estouy fr,France,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,TRUE
345644,NS00000253,DTXSID4024018,0,mg/l,2010-07-20T00:00:00Z,1497,keizersveer m865_NA,NA,NA,keizersveer m865,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
815554,NS00004774,DTXSID4020450,0,mg/l,2011-10-12T00:00:00Z,1557,bassou 1_lyonne,47.9264096213889,3.51953192444444,bassou 1,France,lyonne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
954417,NS00000446,DTXSID6032352,0,mg/l,2011-09-12T00:00:00Z,1672,vecqueville 1_la marne,48.4594308344444,5.14029596027778,vecqueville 1,France,la marne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
163163,NS00000436,DTXSID3032626,0,mg/l,2008-12-10T00:00:00Z,1315,rhone a charmes sur rhone_NA,797912,1986816,rhone a charmes sur rhone,France,rhone,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
327554,NS00000484,DTXSID9020247,0,mg/l,2002-10-01T00:00:00Z,1496,keizersveer m865_maas,NA,NA,keizersveer m865,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
246878,NS00000251,DTXSID8052853,0.00018,mg/l,2004-11-09T00:00:00Z,1438,NA_benedenschelde,131484,212680,NA,NA,schelde,scheldt,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
332545,NS00044159,DTXSID4022153,0,mg/l,2007-02-13T00:00:00Z,1497,keizersveer m865_NA,NA,NA,keizersveer m865,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
472121,NS00000704,DTXSID8040727,0,mg/l,2010-10-28T00:00:00Z,1663,nogent 2_le ruisseau de poinson,48.0117850319444,5.34029661694444,nogent 2,France,le ruisseau de poinson,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
979099,NS00010414,DTXSID1021871,0,mg/l,2011-03-14T00:00:00Z,2133,vitryenperthois 1_la bruxenelle,48.7456726261111,4.62581992833333,vitryenperthois 1,France,la saulx,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
520399,NS00000258,DTXSID4027608,0,mg/l,2010-09-20T00:00:00Z,1737,celleslesconde 3_le surmelin,49.0089280086111,3.56981693166667,celleslesconde 3,France,le surmelin,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
950279,NS00001502,DTXSID0024761,0,mg/l,2011-08-08T00:00:00Z,1669,riaucourt 1_la marne,48.1829034608333,5.1614283275,riaucourt 1,France,la marne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
289800,NS00002769,DTXSID0023951,0,mg/l,2010-03-08T00:00:00Z,1493,brakel m845_maas,NA,NA,brakel m845,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
672439,NS00098478,DTXSID6024175,0,mg/l,2010-07-22T00:00:00Z,1971,le bourgdun 1_le dun,49.86522657,0.886817188333333,le bourgdun 1,France,le dun,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
455295,NS00004799,DTXSID5021380,0,mg/l,2010-06-01T00:00:00Z,1636,touquin 1_le ru de letang de beuvron,48.7304213961111,3.02770850805556,touquin 1,France,le ru de letang de beuvron,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
692342,NS00009484,DTXSID6024254,7.00000021606684E-06,mg/l,2010-10-21T00:00:00Z,2000,morteauxcouliboeuf 1_lante,48.9209266266667,0.0821482813888889,morteauxcouliboeuf 1,France,lante,seine normandie,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
317799,NS00010265,DTXSID4024729,0,mg/l,2007-06-11T00:00:00Z,1495,heel m690_maas,NA,NA,heel m690,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
551870,NS00001734,DTXSID2034627,0,mg/l,2010-12-14T00:00:00Z,1785,clairoix 1_loise,49.4415179927778,2.86452063361111,clairoix 1,France,le canal lateral c loise,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
975621,NS00008242,DTXSID7021869,0,mg/l,2011-11-14T00:00:00Z,2129,merlaut 1_la chee,48.7675678355556,4.68047366416667,merlaut 1,France,la chee,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
250210,NS00010134,DTXSID0032316,0.00021,mg/l,2004-01-13T00:00:00Z,1428,schelde ringvaart_NA,112369.777777778,184846.111111111,schelde ringvaart,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
202834,NS00000384,DTXSID7020479,0,mg/l,2000-12-19T00:00:00Z,1445,schelde ringvaart_NA,112369.777777778,184846.111111111,schelde ringvaart,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
736881,NS00000261,DTXSID0037495,0,mg/l,2010-05-05T00:00:00Z,2067,hannapes 1_le canal de la sambre c loise,49.9710848061111,3.62770640861111,hannapes 1,France,le canal de la sambre c loise,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
392308,NS00009638,DTXSID3030056,0,mg/l,2010-07-06T00:00:00Z,1533,vinets 1_laube,48.5303735880556,4.2343752175,vinets 1,France,laube,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
440483,NS00098479,DTXSID3024235,0,mg/l,2010-10-12T00:00:00Z,1613,nonville 1_le lunain,48.2954118577778,2.78206327361111,nonville 1,France,le lunain,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
46980,NS00000121,DTXSID6041842,0,mg/l,2007-10-24T00:00:00Z,975,nieuwegein 950_rhine,NA,NA,nieuwegein 950,Netherlands,rhine,rhine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
514331,NS00000560,DTXSID2020420,0,mg/l,2010-04-26T00:00:00Z,1729,la fertesousjouarre 1_la marne,48.9447165177778,3.12460132638889,la fertesousjouarre 1,France,la marne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
184005,NS00009562,DTXSID9020372,0,mg/l,2003-03-11T00:00:00Z,1410,schelde ringvaart_NA,112369.777777778,184846.111111111,schelde ringvaart,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1032570,NS00000066,DTXSID8020620,0,mg/l,2011-07-26T00:00:00Z,1743,oulchylechateau 2_le ru de chaudailly,49.1972125205556,3.3613066425,oulchylechateau 2,France,le ru de chaudailly,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
481028,NS00003145,DTXSID1020855,0,mg/l,2010-12-14T00:00:00Z,1679,wassy 3_la blaise,48.5146018655556,4.93092796055556,wassy 3,France,la blaise,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
760451,NS00002157,DTXSID5021544,0,mg/l,2011-10-25T00:00:00Z,2075,troyes 1_la vienne,48.2898698086111,4.06557462527778,troyes 1,France,la vienne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
425305,NS00000704,DTXSID8040727,0,mg/l,2010-06-08T00:00:00Z,1586,champvallon 1_le tholon,47.9383344013889,3.35502047388889,champvallon 1,France,le tholon,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
28933,NS00007860,DTXSID80184211,7.6277573404452E-07,mg/l,2007-09-23T14:00:00Z,907,bumbataleova prut rkm 220 danube romd_prut,46.48335,28.23005,bumbataleova prut rkm 220 danube romd,Romania,prut,danube,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
332359,NS00009297,DTXSID7041883,0,mg/l,2009-10-19T00:00:00Z,1497,keizersveer m865_NA,NA,NA,keizersveer m865,Netherlands,meuse,meuse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
766125,NS00010410,DTXSID7047568,0,mg/l,2011-09-05T00:00:00Z,1520,courceroy 1_la seine,48.4685019363889,3.41620767166667,courceroy 1,France,la seine,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
805947,NS00000258,DTXSID4027608,0,mg/l,2011-09-13T00:00:00Z,1552,ouagne 1_le beuvron,47.3989070402778,3.49416069916667,ouagne 1,France,le beuvron,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
713648,NS00001740,DTXSID4020791,0,mg/l,2010-04-06T00:00:00Z,2031,la vacquerie 1_la drome,49.0905133802778,0.880906188333333,la vacquerie 1,France,la drome,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
620880,NS00009638,DTXSID3030056,0,mg/l,2010-08-09T00:00:00Z,1886,poses 2_la seine,49.3101441069444,1.23665643972222,poses 2,France,la seine,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
997722,NS00009517,DTXSID8052693,0,mg/l,2011-11-16T00:00:00Z,2137,pierry 1_le darcy,49.0104277786111,3.94721708972222,pierry 1,France,le darcy,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
901590,NS00000066,DTXSID8020620,0,mg/l,2011-04-06T00:00:00Z,1623,ballancourtsuressonne 3_lessonne,48.5374147830556,2.37327950416667,ballancourtsuressonne 3,France,lessonne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
501522,NS00010239,DTXSID9021716,0,mg/l,2010-05-17T00:00:00Z,1709,barleduc 1_le naveton,48.7817923888889,5.19112234444444,barleduc 1,France,le naveton,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1005056,NS00098478,DTXSID6024175,0,mg/l,2011-01-17T00:00:00Z,1726,jaulgonne 2_la marne,49.0842738686111,3.53185004694444,jaulgonne 2,France,la marne,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
845678,NS00010438,DTXSID8034580,0,mg/l,2011-11-14T00:00:00Z,2096,tronchoy 1_larmancon,47.9131958744444,3.93882216583333,tronchoy 1,France,larmancon,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
253802,NS00009161,DTXSID5037498,0,mg/l,2000-03-01T00:00:00Z,1429,schelde ringvaart_NA,112369.777777778,184846.111111111,schelde ringvaart,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
625761,NS00001476,DTXSID3052692,0,mg/l,2010-09-27T00:00:00Z,1892,neauflessaintmartin 1_la levrire,49.2729437863889,1.73523408194444,neauflessaintmartin 1,France,la levrire,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
362498,NS00010418,DTXSID1042158,0,mg/l,2009-12-15T00:00:00Z,1500,stellendam m876_NA,51.809722,4.077778,stellendam m876,Netherlands,haringvliet west,rhine,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
617010,NS00008242,DTXSID7021869,0,mg/l,2010-04-26T00:00:00Z,1883,crespieres 1_le ru de gally,48.8745653669444,1.88342921361111,crespieres 1,France,le ru de gally,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
250006,NS00008242,DTXSID7021869,0,mg/l,2003-02-11T00:00:00Z,1402,schelde ringvaart_NA,112369.777777778,184846.111111111,schelde ringvaart,Belgium,scheldt,scheldt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
824281,NS00000251,DTXSID8052853,0,mg/l,2011-11-16T00:00:00Z,2087,cussylesforges 1_la romanee,47.4510589383333,4.033061385,cussylesforges 1,France,la romanee,seine normandie,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
